TSid,dataSetName,iso2kUI,archiveType,pub1_doi,lat,lon,elevation,siteName,minYear,maxYear,variableName,units,description,measurementMaterial,measurementMaterialDetail,climateVariable,climateVariableDetail,seasonality,direction,isotopeInterpretation1_inferredMaterial,isotopeInterpretation1_direction,isotopeInterpretation1_variable,isotopeInterpretation1_seasonality,QC comments,QC Certification,Iso2k primary timeseries for dataset,link to lipdverse,QC notes from Hackathon #2 (and initials),Iso2k QC certification (INITIALS)
SP13KAPE02A,SP13KAPE,SP13KAPE02A,Speleothem,10.1016/j.quascirev.2013.05.008,-11.27,-75.79,,"Huagapo Cave, Peru",1107,7145,d18O,permil,carbonate,carbonate,,"Precipitation_amount, SAM",,mostly summer,negative,groundwater,positive,P_isotope,,,LCB,TRUE,http://lipdverse.org/iso2k/0_12_0/SP13KAPE.html,,LCB(29/03/2019): one of the two is at higher resolution and should therefore be the primary
SP13LAMX01A,SP13LAMX,SP13LAMX01A,Speleothem,10.1130/G20797.1,17.4,-99.2,,"Juxtlahuaca Cave, Mexico",-49.6,2406.1,d18O,permil,carbonate,carbonate,aragonite (corrected),Monsoon strength,paleorainfall record of the Mesoamerican monsoon,Summer,increase (positive),groundwater,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,LCB,TRUE,http://lipdverse.org/iso2k/0_12_0/SP13LAMX.html,,
SP13MCUS01A,SP13MCUS,SP13MCUS01A,Speleothem,10.1038/ngeo1862,36.57,-118.78,1640,"Crystal Cave, California",-57,1096,d18O,permil,carbonate,carbonate,,"Storm track, Pacific SST",,,,groundwater,positive,P_isotope,,,LCB,TRUE,http://lipdverse.org/iso2k/0_12_0/SP13MCUS.html,,
SP13PAVU01A,SP13PAVU,SP13PAVU01A,Speleothem,10.1130/G34718.1,-15.5,167,,"Santo, Vanuatu",-53.5,392.8,d18O,permil,carbonate,carbonate,,P,Amount of rainfall change,wet season,negative,groundwater,positive,P_isotope,,,LCB,TRUE,http://lipdverse.org/iso2k/0_12_0/SP13PAVU.html,"AX: check if age model exists. Note: Speleo age model? It should, as it has ages!",ZK
SP13SLNA01A,SP13SLNA,SP13SLNA01A,Speleothem,10.1016/j.palaeo.2013.02.030,-19.4,17.883,,"Dante Cave, Namibia",18,4617,d18O,permil,carbonate,carbonate,calcite and aragonite,"Precipitation_amount, humidity","both d18O and d13C are recording changes between wetter and drier conditions in the external environment, with more soil activity during wet years",,"negative (more rainfall, more negative d18O and d13C)",groundwater,positive,P_isotope,,,LCB,TRUE,http://lipdverse.org/iso2k/0_12_0/SP13SLNA.html,,
SP13SUSA01A,SP13SUSA,SP13SUSA01A,Speleothem,10.1038/srep01767,-24.02,29.11,,"Cold Air Cave, South Africa",1867.7,1949.9,d18O,permil,carbonate,carbonate,,Temperature_air,more positive values of d18O are found with greater annual temperatures (specially when averaging previous 5 years),1 2 3 4 5 6 7 8 9 10 11 12,positive,groundwater,positive,P_isotope,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP13SUSA.html,,LCB: Missing age/year. See plot. ZK (14/01/2019) the time span should be 1635 - 1995 AD; BM (14/03/2019) info sent using GitHub
SP14APPE01A,SP14APPE,SP14APPE02A,Speleothem,10.5194/cp-10-1967-2014,-5.92,-77.35,,"Palestina Cave, northwestern Peru",22,851,d18O,permil,carbonate,carbonate,,"Precipitation_amount, SAM",,mostly summer,negative,groundwater,positive,P_isotope,,ZK 07/01/2019: The problem is that decimal separators have been lost from the isotope values.,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP14APPE.html,,
SP14APPE02A,SP14APPE,SP14APPE03A,Speleothem,10.5194/cp-10-1967-2014,-5.92,-77.35,,"Palestina Cave, northwestern Peru",100,1537,d18O,permil,carbonate,carbonate,,"Precipitation_amount, SAM",,mostly summer,negative,groundwater,positive,P_isotope,,ZK 07/01/2019: The first problem is that decimal separators have been lost from the isotope values. The second problem is that SP14APPE00A and SP14APPE02A duplicates the same record. One of them should be removed.,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP14APPE.html,,
SP98KUCN01A,SP98KUCN,SP98KUCN01A,Speleothem,10.1007/BF02841598,39.8,115.9,,"ShiHua Cave, China",Inf,-Inf,d18O,permil,carbonate,carbonate,,Asian summer monsoon,More negative d18O values correspond to stronger amount,mostly summer,negative,groundwater,positive,P_isotope,year,,,TRUE,http://lipdverse.org/iso2k/0_12_0/SP98KUCN.html,,LCB: Missing age/year. See plot; BM (14/03/2019) info sent using GitHub
SP99DEUS01A,SP99DEUS,SP99DEUS01A,Speleothem,10.1130/0091-7613,43.47,-91.97,,"Cold Water Cave, Iowa",-90,7725,d18O,permil,carbonate,carbonate,,,,,,groundwater,positive,P_isotope,,,LCB,TRUE,http://lipdverse.org/iso2k/0_12_0/SP99DEUS.html,,LCB(29/03/2019): one record covers the entire last 2k. should be the primary.
SP99DEUS01A_d13C,SP99DEUS,SP99DEUS01B,Speleothem,10.1130/0091-7613,43.47,-91.97,,"Cold Water Cave, Iowa",-90,7725,d13C,permil,carbonate,carbonate,,P,,,,d13C of DIC,,composition C3-C4 plants,,,LCB,FALSE,http://lipdverse.org/iso2k/0_12_0/SP99DEUS.html,,
SP99DEUS02A,SP99DEUS,SP99DEUS02A,Speleothem,10.1130/0091-7613,43.47,-91.97,,"Cold Water Cave, Iowa",1046,7424,d18O,permil,carbonate,carbonate,,rainfall seasonality,,,,groundwater,positive,P_isotope,,,LCB,TRUE,http://lipdverse.org/iso2k/0_12_0/SP99DEUS.html,,LCB(29/03/2019): one record covers the entire last 2k. should be the primary.
SP99DEUS02A_d13C,SP99DEUS,SP99DEUS02B,Speleothem,10.1130/0091-7613,43.47,-91.97,,"Cold Water Cave, Iowa",1046,7424,d13C,permil,carbonate,carbonate,,P,,,,d13C of DIC,,composition C3-C4 plants,,,LCB,FALSE,http://lipdverse.org/iso2k/0_12_0/SP99DEUS.html,,
SP99DEUS03A,SP99DEUS,SP99DEUS03A,Speleothem,10.1130/0091-7613,43.47,-91.97,,"Cold Water Cave, Iowa",1927,8547,d18O,permil,carbonate,carbonate,,rainfall seasonality,,,,groundwater,positive,P_isotope,,,LCB,TRUE,http://lipdverse.org/iso2k/0_12_0/SP99DEUS.html,,LCB(29/03/2019): one record covers the entire last 2k. should be the primary.
SP99DEUS03A_d13C,SP99DEUS,SP99DEUS03B,Speleothem,10.1130/0091-7613,43.47,-91.97,,"Cold Water Cave, Iowa",1927,8547,d13C,permil,carbonate,carbonate,,P,,,,d13C of DIC,,composition C3-C4 plants,,,LCB,FALSE,http://lipdverse.org/iso2k/0_12_0/SP99DEUS.html,,
SS02SWTN01A,SS02SWTN,SS02SWTN01A,Sclerosponge,10.1029/2000PA000622,23.9167,-76.8333,,"Tongue of the Ocean, Bahamas Sclerosponge",-42,65,d18O,permil,d18O of carbonate,Sclerosponge,,T,"subsurface, 143 m",,decrease,surface seawater,negative,T_water,,"This record appears in the by Rosenheim et al 2005 10.1029/2004GL021499 with an updated chronology assignmant using Sr/Ca seasonal variation from Rosenheim et al., 2004 10.1130/G20117.1 . Do not Swart 2002 data",,TRUE,http://lipdverse.org/iso2k/0_12_0/SS02SWTN.html,"Archive team- in inferred material, need to differentiate between surface and subsurface water.",
Ocean2kHR_126,SS03HAJA,SS03HAJA01A,Sclerosponge,10.1029/2002PA000830,17.5333,-78.95,-125,Pedro Bank Jamaica,-41,606,d18O,permil,d18O of carbonate,Sclerosponge,,temperature and salinity,20 mbsl,-12 -11 -10 -9 -8 1 2 3 4 5 6 7,decrease,surface seawater,negative,T_water,,,"CS, NJA",?,http://lipdverse.org/iso2k/0_12_0/SS03HAJA.html,"Archive team- in inferred material, need to differentiate between surface and subsurface water.",
Ocean2kHR_128,SS03HAJA,SS03HAJA02A,Sclerosponge,10.1029/2002PA000830,17.5333,-78.95,-125,Pedro Bank Jamaica,-42,561,d18O,permil,d18O of carbonate,Sclerosponge,,temperature and salinity,125 mbsl,-12 -11 -10 -9 -8 1 2 3 4 5 6 7,decrease,surface seawater,negative,T_water,,,"CS, NJA",?,http://lipdverse.org/iso2k/0_12_0/SS03HAJA.html,"Archive team- in inferred material, need to differentiate between surface and subsurface water.",
Ocean2kHR_127,SS03HAJA,SS03HAJA01AT1,Sclerosponge,10.1029/2002PA000830,17.5333,-78.95,-125,Pedro Bank Jamaica,-41,594,Sr/Ca,mmol/mol,,Sclerosponge,,T,sea@surface,-12 -11 -10 -9 -8 1 2 3 4 5 6 7,decrease,surface seawater,,,,,"CS, NJA",FALSE,http://lipdverse.org/iso2k/0_12_0/SS03HAJA.html,"Archive team- in inferred material, need to differentiate between surface and subsurface water.",
Ocean2kHR_129,SS03HAJA,SS03HAJA02AT1,Sclerosponge,10.1029/2002PA000830,17.5333,-78.95,-125,Pedro Bank Jamaica,-42,566,Sr/Ca,mmol/mol,carbonate,Sclerosponge,,T,sea@surface,-12 -11 -10 -9 -8 1 2 3 4 5 6 7,decrease,surface seawater,,,,,"CS, NJA",FALSE,http://lipdverse.org/iso2k/0_12_0/SS03HAJA.html,"Archive team- in inferred material, need to differentiate between surface and subsurface water.",
Ocean2kHR_112,SS05ROES,SS05ROES01A,Sclerosponge,10.1029/2004GL021499,23.766,-76.053,-136,"Tongue of the Ocean, Exuma Sound Bahamas",-40,60,d18O,permil,d18O of carbonate,Sclerosponge,,temperature and salinity,"subsurface, 136 m",1 2 3 4 5 6 7 8 9 10 11 12,decrease,surface seawater,negative,T_water,,"This record appears in th same paper as the Tongue of the Ocean sclerosponge record of Swart et al., 2002 and Rosenheim, 2005. The Sr/Ca data and calibration of that data appears in Rosenheim et al., 2004. The data from Swart 2002 had the chronology adjusted by Rosenheim 2005, do not Swart 2002 data in final version.","KHK, NJA",TRUE,http://lipdverse.org/iso2k/0_12_0/SS05ROES.html,"Archive team- in inferred material, need to differentiate between surface and subsurface water.",
Ocean2kHR_113,SS05ROES,SS05ROES01AT1,Sclerosponge,10.1029/2004GL021499,23.766,-76.053,-136,"Tongue of the Ocean, Exuma Sound Bahamas",-40,60,Sr/Ca,mmol/mol,carbonate,Sclerosponge,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,decrease,surface seawater,,,,,"KHK, NJA",FALSE,http://lipdverse.org/iso2k/0_12_0/SS05ROES.html,"Archive team- in inferred material, need to differentiate between surface and subsurface water.",
SS05ROTN02A,SS05ROTN,SS05ROTN02A,Sclerosponge,"10.1029/2004GL021499, 10.1130/G20117.1, 10.1029/2000PA000622",23.92,-76.83,,"Tongue of the Ocean, Bahamas",-40,60,d18O,permil,d18O of carbonate,Sclerosponge,,temperature and salinity,"subsurface, 143 m",,decrease,surface seawater,negative,T_water,,"This record appears in th same paper as the Tongue of the Ocean sclerosponge record of Swart et al., 2002 and Rosenheim, 2005. The Sr/Ca data and calibration of that data appears in Rosenheim, et al., 2004. The data from Swart 2002 had the chronology adjusted by Rosenheim 2005, do not Swart 2002 data in final",,TRUE,http://lipdverse.org/iso2k/0_12_0/SS05ROTN.html,"Archive team- in inferred material, need to differentiate between surface and subsurface water.",
TR04EVLI01,TR04EVLI,TR04EVLI01,Wood,10.1016/j.gca.2004.01.006,10,-85,300,"Liberia, Costa Rica",-50.75,-15.46,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose,P_amount,"Seasonal, annual",,negative,soil water,positive,P_isotope,,Isotope interpretation direction shoule be positive (SM),"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR04EVLI.html,"Needs isotopeInterpretation1_direction (GF), chronology uncertainty type is missing",OCh-S: added
TR06TRBO00,TR06TRBO,TR06TRBO00,Wood,10.1038/nature04743,36.62,74.98,3900,"Boibar Valley, Northern Pakistan",-48,950,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose,P_amount,"Seasonal, annual",Oct (previous year) to Sept (current year),negative,soil water,positive,P_isotope,October previous year to September current year,,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR06TRBO.html,,
TR07RECA01,TR07RECA,TR07RECA01,Wood,10.1029/2007GB002945,46.35,8.6,900,"Cavergno, Switzerland",-52,313,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose,P_amount and temperature,Seasonal,"P_amount (June), temperature (July, Aug)",negative (P_amount); positive (temperature),soil water,positive,P_isotope,"P_amount (May, June), T_air (June, July, August,September)",,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR07RECA.html,"Please check isotopeInterpretation1 fields (requires isotopeInterpretation1_name, isotopeInterpretation1_direction should be positive or negative) (GF)",OCh-S: added
TR07REVI01,TR07REVI,TR07REVI01,Wood,10.1029/2007GB002945,46.5,8.77,1400,"Vigera, Switzerland",-53,275,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose,P_amount and temperature,Seasonal,"P_amount (June), temperature (May, June, Aug, Oct)",negative (P_amount); positive (temperature),soil water,positive,P_isotope,"P_amount (May, June), T_air (June, July, August,September)",,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR07REVI.html,"Please check isotopeInterpretation1 fields (requires isotopeInterpretation1_name, isotopeInterpretation1_direction should be positive or negative) (GF)","OCh-S: positive, added"
TR08HORA01,TR08HORA,TR08HORA01,Wood,10.2478/v1000300800256,68.1,60,40,Northwestern Russian Tundra,-19,85,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose,P_amount,"Seasonal, annual",November (previous year) to February (current year),negative,soil water,positive,P_isotope,"November, December, January, February",,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR08HORA.html,,
TR08THCO00,TR08THCO,TR08THCO00,Wood,10.1016/j.yqres.2008.04.013,52.5,-118,1700,"Columbia Icefield, British Columbia, Canada",-40,990,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose of Pinus albicaulis,"T_air, RH, P_amount","Seasonal, annual","Winter, summer temperature",negative,soil water,positive,P_isotope,"December, January, February",,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR08THCO.html,Needs isotopeInterpretation1_name & isotopeInterpretation1_direction (GF),OCh-S: added
TR08VOOL00,TR08VOOL,TR08VOOL00,Wood,10.1016/j.dendro.2011.08.004,53.2833,107.6333,530,"Olkhan Island, Russia",-51,291,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose of Larix sibirica Ledeb.,"P_amount, T_air",Seasonal,"April-May, June-August",,soil water,positive,P_isotope,"April-May, July-August",,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR08VOOL.html,Needs isotopeInterpretation1_name & isotopeInterpretation1_direction (GF),OCh-S: added
TR10ANMO00,TR10ANMO,TR10ANMO00,Wood,10.1073/pnas.0908572107,10.2,-85.35,,"Monteverde Cloud Forest, Costa Rica",-52.79,49.71,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose Pouteria,"P_amount, P_E",Seasonal,"January, February, March, April",negative,soil water,positive,P_isotope,Junuary-April,,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR10ANMO.html,chronology uncertainty type is missing,OCh-S: added
TR11BAPU02,TR11BAPU,TR11BAPU02,Wood,10.1175/2010EI277.1,-12.6,-69.2,265,Puerto Maldonado Peru,-54,130,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose Cedrela spp.,P_amount,Seasonal,January,negative,soil water,positive,P_isotope,January,,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR11BAPU.html,chronology uncertainty type is missing,OCh-S: added
TR11BAPU01,TR11BAPU,TR11BAPU01,Wood,10.1175/2010EI277.1,-12.6,-69.2,265,Puerto Maldonado Peru,-54,130,d18O,permil,d18O of tree cellulose,tree cellulose,,Precipitation amount,Precipitation,January,,,negative,precipitation amount,January,,,?,http://lipdverse.org/iso2k/0_12_0/TR11BAPU.html,,
TR11BAVO02,TR11BAVO,TR11BAVO02,Wood,10.1175/2010EI277.1,-22,-66,3500,"Volcan Granada, Argentina",-48,73,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose of Polylepis spp.,P_amount,Seasonal,March,negative,soil water,positive,P_isotope,March,,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR11BAVO.html,,OCh-S: added
TR11BAVO01,TR11BAVO,TR11BAVO01,Wood,10.1175/2010EI277.1,-22,-66,3500,"Volcan Granada, Argentina",-48,73,d18O,permil,d18O of tree cellulose,tree cellulose,,Precipitation amount,Precipitation,March,,,negative,,March,,,?,http://lipdverse.org/iso2k/0_12_0/TR11BAVO.html,,
WEB7c902e21,TR11GRTP,,Wood,10.1029/2010GL045988,30.3083,91.5167,4150,Reting,-55,787,d18O,permil,cellulose,,,precipitation d18O,summer monsoon,Summer,negative,,,,,,,,http://lipdverse.org/iso2k/0_12_0/TR11GRTP.html,,
TR11MAJA02,TR11MAJA,TR11MAJA02,Wood,10.1016/j.dendro.2010.05.002,19.08,82.33,560,"Jagdalpur, Central India",-54,84,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose,"P_amount, RH","Seasonal, annual","May, June, July, August, September, October, November, December",positive,soil water,positive,P_isotope,May-Dec,,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR11MAJA.html,,
TR11MAJA01,TR11MAJA,TR11MAJA01,Wood,10.1016/j.dendro.2010.05.002,19.08,82.33,560,"Jagdalpur, Central India",-54,85,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose,"P_amount, RH",Seasonal,"May, June, July, August, September, October, November, December",positive,soil water,positive,P_isotope,May-Dec,,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR11MAJA.html,,
TR11MAPE01,TR11MAPE,TR11MAPE01,Wood,10.1016/j.dendro.2010.05.002,10.43,76.93,400,"Perambikulam, Kerala, India",-38,207,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose,P_amount,"Seasonal, annual","May, June, July, August, September, October, November, December",negative,soil water,positive,P_isotope,May-Dec,,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR11MAPE.html,,
WEB3638db18,TR11SAHU00,TR11SAHU00,Wood,10.1177/0959683611430338,29.85,81.93,3848,Humla,-50,172,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose of Abies spectabilis,"P_amount, RH, T_air, P_E",Seasonal,"June,July, August, September",negative,soil water,negative,P_E,June-September,OCh-S:WEB3638db18 please replace to TR11SAHU00,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR11SAHU00.html,"Please check inferred material, should this be soil or leaf water? Check isotopeInterpretation1_name - can this be changed to one of the standardized nameds?",OCh-S: Leaf water is correct
TR11SIMO01,TR11SIMO,TR11SIMO01,Wood,10.1007/s00382-010-0989-6,50.23,89.04,2280,"Russia, Mongun taiga, Tuva Republic",-57,49,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose of Larix sibirica Ldb.,"T_air, P_amount",Seasonal,7,"T_air (positive), P_amount (negative)",soil water,positive,T_air,7,,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR11SIMO.html,,
TR11XUPH07,TR11XUPH,TR11XUPH07,Wood,10.1016/j.palaeo.2013.06.025,19.9,101.2,1340,"Phu Leuy, Northern Laos",-52,400,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose,PDSI,Seasonal,"May, June, July, August, September, October",negative,soil water,negative,P_E,May-October,,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR11XUPH.html,Changed isotopeInterpretation1_name from 'Palmer Drought Severity Index(combined effect o f temperature and precipitation amount)' to standardized equivalent P_E - check direction (GF),OCh-S: changed to P_E
TR11XUPH01,TR11XUPH,TR11XUPH01,Wood,10.1016/j.palaeo.2013.06.025,19.9,101.2,1340,"Phu Leuy, Northern Laos",-52,400,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose,PDSI,Seasonal,"May, June, July, August, September, October",negative,soil water,negative,P_E,May-October,,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR11XUPH.html,Please add isotopeInterpretation1_name and isotopeInterpretation1_direction (GF),OCh-S: added
TR11XUPH02,TR11XUPH,TR11XUPH02,Wood,10.1016/j.palaeo.2013.06.025,19.9,101.2,1340,"Phu Leuy, Northern Laos",-52,400,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose,PDSI,Seasonal,"May, June, July, August, September, October",negative,soil water,negative,P_E,May-October,"OCh_S: Missing data are  desplayed in the graph 2 as continous line, while should be a gap (empty space)","OCh-S, ZK, SM",FALSE,http://lipdverse.org/iso2k/0_12_0/TR11XUPH.html,Please add isotopeInterpretation1_name and isotopeInterpretation1_direction (GF),OCh-S: added
TR11XUPH03,TR11XUPH,TR11XUPH03,Wood,10.1016/j.palaeo.2013.06.025,19.9,101.2,1340,"Phu Leuy, Northern Laos",-52,400,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose,PDSI,Seasonal,"May, June, July, August, September, October",negative,soil water,negative,P_E,May-October,,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR11XUPH.html,Please add isotopeInterpretation1_name and isotopeInterpretation1_direction (GF),OCh-S: added
TR11XUPH04,TR11XUPH,TR11XUPH04,Wood,10.1016/j.palaeo.2013.06.025,19.9,101.2,1340,"Phu Leuy, Northern Laos",-52,400,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose,PDSI,Seasonal,"May, June, July, August, September, October",negative,soil water,negative,P_E,May-October,,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR11XUPH.html,Please add isotopeInterpretation1_name and isotopeInterpretation1_direction (GF),OCh-S: added
TR11XUPH05,TR11XUPH,TR11XUPH05,Wood,10.1016/j.palaeo.2013.06.025,19.9,101.2,1340,"Phu Leuy, Northern Laos",-52,400,d18O,permil,cellulose,tree-ring cellulose,tree-ring cellulose,PDSI,Seasonal,"May, June, July, August, September, October",negative,soil water,negative,P_E,May-October,,"OCh-S, ZK, SM",TRUE,http://lipdverse.org/iso2k/0_12_0/TR11XUPH.html,Please add isotopeInterpretation1_name and isotopeInterpretation1_direction (GF),OCh-S: added
